slot_filler_id,title,subtitle_text,source_tag
2907569,Artifak,"Cultural Revival, Tourism, and the Recrafting of History in Vanuatu",OL
2907570,Sleeping Giant Awakens,"Genocide, Indian Residential schools, and the Challenge of Conciliation",OL
2907571,For All These Rights,"Business, Labor, and the Shaping of America's Public-Private Welfare State",OL
2907572,Smart Girls,"Success, School, and the Myth of Post-Feminism",OL
2907573,Pushing Cool,"Big Tobacco, Racial Marketing, and the Untold Story of the Menthol Cigarette",OL
2907574,Order Out of Chaos,"Islam, Information, and the Rise and Fall of Social Orders in Iraq",OL
2907575,In the Name of National Security,"Hitchcock, Homophobia, and the Political Construction of Gender in Postwar America",OL
2907576,Defining the Sacred Songs,"enre, Tradition and the Post-Critical Interpretation of the Pslams",OL
2907577,Ours Once More,"Folklore, Ideology and the Making of Modern Greece",OL
2907578,Religious Transactions in Colonial South India,"Language, Translation, and the Making of Protestant Identity",OL
2907579,Facing Eugenics,"Reproduction, Sterilization, and the Politics of Choice",OL
2907580,Marketing Apocalypse,"Eschatology, Escapology and the Illusion of the End",OL
2907581,Jezebel : Whore of Baal,"Seduction, Power and a Challenge of the Gods",OL
2907582,The loyal republic,"traitors, slaves, and the remaking of citizenship in Civil War America",OL
2907583,Managing Water on China's Farms,"Institutions, Policies and the Transformation of Irrigation under Scarcity",OL
2907584,"Alien Neighbors, Foreign Friends","Asian Americans, Housing, and the Transformation of Urban California",OL
2907585,Speaker Jim Wright,"power, scandal, and the birth of modern politics",OL
2907586,Intentional Brain,"Motion, Emotion, and the Development of Modern Neuropsychiatry",OL
2907587,Thomas Hoccleve,"Religious Reform, Transnational Poetics, and the Invention of Chaucer",OL
2907588,Thirsty City,"Politics, Greed, and the Making of Atlanta's Water Crisis",OL
2907589,Evolution Revolution,"Yoga, Ayurveda and the Rise of the Soft Power Culture",OL
2907590,Best in Us,"People, Profit, and the Remaking of Modern Leadership",OL
2907591,Word Across the Water,"American Protestant Missionaries, Pacific Worlds, and the Making of Imperial Histories",OL
2907592,Entirely New Country,"Arthur Conan Doyle, Undershaw and the Resurrection of Sherlock Holmes",OL
2907593,Showman and the Ukrainian Cause,"Folk Dance, Film, and the Life of Vasile Avramenko",OL
2907594,The new Canadian patriotism,"lecture given April 12th, 1898, before Morrin College and the Literary and Historical Society of Quebec",OL
2907595,Redesigning Life,"Eugenics, Biopolitics, and the Challenge of the Techno-Human Condition",OL
2907596,The Grail procession,"the legend, the artifacts, and the possible sources of the story",LOC
2907597,Defining the property rights of others,"political power, indigenous tenure and the construction of customary land law",OL
2907598,Windrush Cricket,"Imperial Culture, Caribbean Migration, and the Remaking of Postwar England",OL
2907599,Mirage,"Power, Politics, and the Hidden History of Arabian Oil",OL
2907600,Chemical Consequences,"Environmental Mutagens, Scientist Activism, and the Rise of Genetic Toxicology",OL
2907601,Prophet Motive,"Deguchi Onisaburo, Oomoto, and the Rise of New Religion",OL
2907602,Anatomy of an Epidemic,"Magic Bullets, Psychiatric Drugs, and the Astonishing Rise of Mental Illness in America",OL
2907603,Political Poetess,"Victorian Femininity, Race, and the Legacy of Separate Spheres",OL
2907604,In Spite of Partition,"Jews, Arabs, and the Limits of Separatist Imagination",OL
2907605,Ibadi Muslims of North Africa,"Manuscripts, Mobilization, and the Making of a Written Tradition",OL
2907606,Shortfall,"Family Secrets, Financial Collapse, and a Hidden History of American Banking",OL
2907607,Questioning Secularism,"Islam, Sovereignty, and the Rule of Law in Modern Egypt",OL
2907608,Nation S Tortured Body,"Violence, Representation, and the Formation of a Sikh Diaspora",OL
2907609,The Perfect Soldier,"Special Operations, Commandos, and the Future of U.S. Warfare",OL
2907610,After We Die,"Theology, Philosophy, and the Question of Life after Death",OL
2907611,Bede's Historiae,"Genre, Rhetoric and the Construction of the Anglo-Saxon Church History",OL
2907612,Habeas for the Twenty-First Century,"Uses, Abuses, and the Future of the Great Writ",OL
2907613,Until the world shatters,"truth, lies, and the looting of Myanmar",OL
2907614,Universals in Comparative Morphology,"Suppletion, Superlatives, and the Structure of Words",OL
2907615,Nature Culture,"Natural history, beauty, and the art of eclogical restoration",OL
2907616,ADHD nation,"children, doctors, big pharma, and the making of an American epidemic",OL
2907617,Backyard bears,"conservation, habitat changes, and the rise of urban wildlife",OL
2907618,Brethren by Nature,"New England Indians, Colonists, and the Origins of American Slavery",OL
2907619,"Remembering Viet Nam : Gustav Hasford, Ron Kovic, Tim o'Brien and the Fabrication of American Cultural Memory","Gustav Hasford, Ron Kovic, Tim o'Brien and the Fabrication of American Cultural Memory",OL
2907620,Mushrooms,"A Book Guide to the Usefulness, Health Benefits and the Usage of Mushrooms",OL
2907621,New Old Economy,"Networks, Institutions, and the Organizational Transformation of American Manufacturing",OL
2907622,The making of Ernest Hemingway,"celebrity, photojournalism and the emergence of the modern lifestyle media",OL
2907623,Madness and Enterprise,"Psychiatry, Economic Reason, and the Emergence of Pathological Value",OL
2907624,Differently Literate,"Boys, Girls and the Schooling of Literacy",OL
2907625,Model Making,"Workshop Practise, Design, and Construction of Models. a Practical Treatise for the Amateur and Professional Mechanic Giving Instructions on the Various Processes and Operations Involved in Model Making and the Actual Construction of Numerous Models",OL
2907626,Quarry Vision,"Coal, Climate Change and the End of the Resources Boom",OL
2907627,"Graham Island farm lands, the real ""Last Great West""","facts, figures and the story of a new country",OL
2907628,House of Lost Worlds,"Dinosaurs, Dynasties, and the Story of Life on Earth",OL
2907629,Creating Economy,"Enterprise, Intellectual Property, and the Valuation of Goods",OL
2907630,First Ladies of the Republic,"Martha Washington, Abigail Adams, Dolley Madison, and the Creation of an Iconic American Role",OL
2907631,Mayan in the Mall,"Globalization, Development, and the Making of Modern Guatemala",OL
2907632,Offending Behaviour,"Moral Reasoning, Criminal Conduct and the Rhabilitation of Offenders",OL
2907633,Religion of White Rage,"Religious Fervor, White Workers and the Myth of Black Racial Progress",OL
2907634,Human Being @ Risk,"Enhancement, Technology, and the Evaluation of Vulnerability Transformations",OL
2907635,Conversations with Mark Frost,"Twin Peaks, Hill Street Blues, and the Education of a Writer",OL
2907636,From African Peer Review Mechanisms to African Queer Review Mechanisms?,"Robert Gabriel Mugabe, Empire and the Decolonisation of African Orifices",OL
2907637,World Rule,"Accountability, Legitimacy, and the Design of Global Governance",OL
2907638,Yoga,"Achieve Inner Peace, Calmness and a Sense of Well-Being",OL
2907639,Cuzco,"Incas, Spaniards, and the Making of a Colonial City",OL
2907640,Battling for American Labor,"Wobblies, Craft Workers, and the Making of the Union Movement",OL
2907641,Medieval Economy of Salvation,"Charity, Commerce, and the Rise of the Hospital",OL
2907642,Wiregrass Chronicles,"Bluebirds, Sharpshooters, and the Lure of Faraway Places",OL
2907643,Spaced out,"policy, difference, and the challenge of inclusive education",OL
2907644,Fundamentalism and Education in the Scopes Era,"God, Darwin, and the Roots of America's Culture Wars",OL
2907645,Cormac Mccarthy's Literary Evolution,"Editors, Agents, and the Crafting of a Prolific American Author",OL
2907646,Cyberville,"Clicks, Culture, and the Creation of an Online Town",OL
2907647,Beyond Salsa Bass,"Salsa, Songo and the Roots of Latin Jazz",OL
2907648,Question of Worth,"Economy, Society and the Quantification of Human Value",OL
2907649,Outfoxed,"Marvin Davis, Barry Diller, Rupert Murdoch and the Inside Story of America's Fourth Television Network",OL
2907650,Antibiotic Era,"Reform, Resistance, and the Pursuit of a Rational Therapeutics",OL
2907651,Without Separation,"Prejudice, Segregation, and the Case of Roberto Alvarez",OL
2907652,Bound by the Bible,"Jews, Christians, and the sacrifice of Isaac",LOC
2907653,Blood on the Moon,"Robert Wise, RKO Pictures, and the Birth of the Noir Western",OL
2907654,New Studies in the Age of Goethe,"Romanticism, Origins, and the History of Heredity",OL
2907655,Housing the Nation,"Social Equity, Architecture, and the Future of Affordable Housing",OL
2907656,Ebony and Ivy,"Race, Slavery, and the Troubled History of America's Universities",OL
2907657,Sustaining fictions,"intertextuality, Midrash, translation, and the literary afterlife of the Bible",LOC
2907658,Beaver Manifesto,"Conservation, Conflict, and the Future of Wetlands",OL
2907659,Women in the Shadows,"Gender, Puppets, and the Power of Tradition in Bali",OL
2907660,Last Shah,"America, Iran, and the Fall of the Pahlavi Dynasty",OL
2907661,Unnerved,"Anxiety, Social Change, and the Transformation of Modern Mental Health",OL
2907662,How to Write the Global History of Knowledge-Making,"Interaction, Circulation and the Transgression of Cultural Difference",OL
2907663,Writing in Pain,"Literature, History, and the Culture of Denial",OL
2907664,Scaling the Heights,"Thoughts Leadership, Liberal Values and the History of the Mont Pelerin Society",OL
2907665,"Sexless, Godless, and Enslaved","Technology, Intimacy, and the Crisis of Democracy in America",OL
2907666,"Winged Words : Benjamin, Rosenzweig, and the Life of Quotation","Benjamin, Rosenzweig, and the Life of Quotation",OL
2907667,Shaolin Brew,"Race, Comics, and the Evolution of the Superhero",OL
2907668,Let Us Go to the Seer!,"Prophecy, Scribal Culture, and the Invention of Hebrew Scripture",OL
2907669,Bangkok after Dark,"Maurice Rocco, Transnational Nightlife, and the Making of Cold War Intimacies",OL
2907670,Armenian diaspora,"diaspora, state and the imagination of the Republic of Armenia",OL
2907671,Raising America,"Experts, Parents, and a Century of Advice About Children",OL
2907672,In the Next Moment Everything Will Change,"An Exploration of Love, Time Travel and the Prism of Narrative",OL
2907673,Positive Second Amendment,"Rights, Regulation, and the Future of Heller",OL
2907674,Making Ammonia,"Fritz Haber, Walther Nernst, and the Nature of Scientific Discovery",OL
2907675,Museum Temporalities,"Time, History and the Future of the Ethnographic Museum",OL
2907676,Under the Banner of Islam,"Turks, Kurds, and the Limits of Religious Unity",OL
2907677,Return to Aztlan,"Indians, Spaniards, and the Invention of Nuevo México",OL
2907678,Beyond Individual and Collective Trauma,"Intergenerational Transmission, Psychoanalytic Treatment, and the Dynamics of Forgiveness",OL
2907679,Sojourning for Freedom,"Black Women, American Communism, and the Making of Black Left Feminism",OL
2907680,Carry the Rock,"Race, Football, and the Soul of an American City",OL
2907681,At the End of Property,"Patents, Plants and the Crisis of Propertization",OL
2907682,Climate of Denial,"Darwin, Climate Change, and the Literature of the Long Nineteenth Century",OL
2907683,Damn the torpedoes!,"fighting words, rallying cries, and the hidden history of warfare",OL
2907684,Entrenchment,"Wealth, Power, and the Constitution of Democratic Societies",OL
2907685,Just Married,"Same-Sex Couples, Monogamy, and the Future of Marriage",OL
2907686,Re-Engendering Translation,"Transcultural Practice, Gender/Sexuality and the Politics of Alterity",OL
2907687,On Duty,"Power, Politics, and the History of Nursing in New Jersey",OL
2907688,Eagle and the Dragon,"Donald Trump, Xi Jinping and the Fate of US/China Relations",OL
2907689,Women and the Medieval Epic,"Gender, Genre, and the Limits of Epic Masculinity",OL
2907690,Under the Skin,"Tattoos, Scalps, and the Contested Language of Bodies in Early America",OL
2907691,Civil Tongue,"Justice, Dialogue, and the Politics of Pluralism",OL
2907692,Dreams to Remember,"Otis Redding, Stax Records, and the Transformation of Southern Soul",OL
2907693,Structures in the stream,"water, science, and the rise of the U.S. Army Corps of Engineers",LOC
2907694,Killer Colt,"Murder, Disgrace, and the Making of an American Legend",OL
2907695,Crude Capitalism,"Oil, Corporate Power, and the Making of the World Market",OL
2907696,Hungarian History,"Hungary in World War 1 and 2, the Golden Age of Football, the Worst Inflation Ever Recorded and the Collapse of Communism",OL
2907697,Dethroning historical reputations,"universities, museums and the commemoration of benefactors",OL
2907698,Still-Life As Portrait in Early Modern Italy,"Baschenis, Bettera and the Painting of Cultural Identity",OL
2907699,Making Security Social,"Disability, Insurance, and the Birth of the Social Entitlement State in Germany",OL
2907700,connected Empires,"Imperial Portugal, Sri Lankan Diplomacy, and the Making of a Habsburg Conquest in Asia",OL
2907701,No escape from discrimination,"minorities, indigenous peoples and the crisis of displacement",OL
2907702,Life in God,"John Calvin, Practical Formation, and the Future of Protestant Theology",OL
2907703,Trafficking Rhetoric,"Race, Migration, and the Making of Modern-Day Slavery",OL
2907704,This book stinks!,"gross garbage, rotten rubbish, and the science of trash",OL
